,new_cum_rainfall,new_hours,new_intensity,status
132,119.0,3.966666667,29.99999999747899,yes
133,244.0,4.979591837,48.999999997389345,yes
134,197.0,5.051282051,39.000000002177664,yes
135,205.0,5.0,41.0,yes
136,165.0,4.024390244,40.99999999900606,yes
137,319.0,7.0,45.57142857142857,yes
138,305.0,7.0,43.57142857142857,yes
139,310.0,6.0,51.666666666666664,yes
140,179.0,4.0,44.75,yes
141,198.0,8.0,24.75,yes
142,228.0,5.0,45.6,yes
143,257.0,6.0,42.833333333333336,yes
144,268.0,5.0,53.6,yes
145,289.0,6.0,48.166666666666664,yes
146,215.0,4.0,53.75,yes
147,149.0,3.0,49.666666666666664,yes
148,180.0,4.0,45.0,yes
149,147.0,5.0,29.4,yes
150,206.0,5.0,41.2,yes
151,182.0,5.0,36.4,yes
152,211.0,5.0,42.2,yes
153,320.0,6.0,53.333333333333336,yes
154,307.0,7.0,43.857142857142854,yes
155,338.0,8.0,42.25,yes
