,new_cum_rainfall,new_hours,new_intensity,new_extracted_Values,status
103,166.167,3.5414904537560377,46.92007564887445,1,Generated_No
104,144.167,9.63001257471916,14.970593120352632,1,Generated_No
105,69.833,4.211237473272616,16.582536711170487,1,Generated_No
106,77.833,5.931810329900145,13.121289399236442,1,Generated_No
107,159.75,4.40141036085825,36.29518424836208,1,Generated_No
108,153.75,7.573197634999475,20.30186024585514,1,Generated_No
109,187.263,6.0,31.2105,4,yes
110,301.523,7.0,43.074714285714286,3,yes
111,285.163,5.0,57.0326,4,yes
112,190.234,5.0,38.046800000000005,4,yes
113,244.0,4.979591837,48.999999997389345,4,yes
114,237.0,5.925,40.0,4,yes
115,197.0,5.051282051,39.000000002177664,4,yes
116,205.0,5.0,41.0,4,yes
117,165.0,4.024390244,40.99999999900606,4,yes
118,319.0,7.0,45.57142857142857,4,yes
119,305.0,7.0,43.57142857142857,4,yes
120,310.0,6.0,51.666666666666664,4,yes
121,179.0,4.0,44.75,4,yes
122,198.0,8.0,24.75,4,yes
123,212.0,4.0,53.0,4,yes
124,228.0,5.0,45.6,4,yes
125,289.0,6.0,48.166666666666664,4,yes
