,new_cum_rainfall,new_hours,new_intensity,new_extracted_Values,status
103,110.167,2.948342591896054,37.36573907754476,1,Generated_No
104,87.167,6.42724295872918,13.562113733636577,1,Generated_No
105,95.833,3.2253827319934736,29.712132780214162,1,Generated_No
106,117.833,11.76984509271444,10.011431677460129,1,Generated_No
107,126.75,4.638789744222071,27.32393727434527,1,Generated_No
108,103.75,9.657803561726677,10.7426082273153,1,Generated_No
109,187.263,6.0,31.2105,4,yes
110,301.523,7.0,43.074714285714286,3,yes
111,285.163,5.0,57.0326,4,yes
112,190.234,5.0,38.046800000000005,4,yes
113,244.0,4.979591837,48.999999997389345,4,yes
114,237.0,5.925,40.0,4,yes
115,197.0,5.051282051,39.000000002177664,4,yes
116,205.0,5.0,41.0,4,yes
117,165.0,4.024390244,40.99999999900606,4,yes
118,319.0,7.0,45.57142857142857,4,yes
119,305.0,7.0,43.57142857142857,4,yes
120,310.0,6.0,51.666666666666664,4,yes
121,179.0,4.0,44.75,4,yes
122,198.0,8.0,24.75,4,yes
123,212.0,4.0,53.0,4,yes
124,228.0,5.0,45.6,4,yes
125,289.0,6.0,48.166666666666664,4,yes
